rating_R,cast,man,man,family,country,young,rating_TV-G,love,love,woman,home,rating_G,duration,black,life,life,rating_TV-MA,series,rating_TV-Y,world,world,release_year,rating_TV-14,new,school,movie,type,group,director,rating_TV-PG,christmas,girl,girl,rating_TV-Y7,rating_PG-13
0.0,3685,0,0,0,1325,1,0.0,0,0,0,0,0.0,160,0,0,0,0.0,0,0.0,0,0,1994.0,1.0,0,0,0,0,0,7033,0.0,0,0,0,0.0,0.0
0.0,6877,0,0,0,9337,0,0.0,0,0,0,0,0.0,108,0,0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,0,6307,0.0,0,0,0,0.0,1.0
1.0,1680,0,0,0,9337,0,0.0,0,0,0,0,0.0,112,0,0,0,0.0,0,0.0,0,0,2014.0,0.0,0,0,0,0,0,5053,0.0,0,0,0,0.0,0.0
1.0,7648,0,0,0,3325,0,0.0,0,0,0,0,0.0,99,0,0,0,0.0,0,0.0,0,0,2004.0,0.0,0,0,0,0,0,1703,0.0,0,0,0,0.0,0.0
0.0,4467,0,0,0,6582,0,0.0,0,0,0,0,0.0,94,0,0,0,0.0,0,0.0,0,0,2016.0,0.0,0,0,0,0,0,5188,0.0,0,0,0,0.0,0.0
0.0,9136,0,0,0,7694,0,0.0,0,0,0,0,0.0,145,0,0,0,0.0,0,0.0,0,0,2005.0,0.0,0,0,0,0,0,3149,0.0,0,0,0,0.0,1.0
0.0,8320,0,0,0,1325,0,0.0,0,0,0,0,0.0,150,0,0,0,0.0,0,0.0,0,0,2012.0,0.0,0,0,0,0,0,1660,0.0,0,0,0,0.0,1.0
1.0,8197,0,0,0,9337,0,0.0,0,0,0,0,0.0,122,0,0,0,0.0,0,0.0,0,0,2001.0,0.0,0,0,0,0,0,2176,0.0,0,0,0,0.0,0.0
0.0,5249,0,1,0,1325,0,0.0,0,0,0,0,0.0,147,0,0,0,0.0,0,0.0,0,0,1980.0,1.0,0,0,0,0,0,6221,0.0,0,0,0,0.0,0.0
0.0,5231,0,0,0,9494,0,0.0,0,0,0,0,0.0,109,0,0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,0,7548,0.0,0,0,0,0.0,1.0
0.0,3090,0,0,0,9337,0,0.0,0,0,0,0,0.0,92,0,0,0,0.0,0,0.0,0,0,1985.0,0.0,0,0,0,0,0,9755,0.0,0,0,0,0.0,0.0
1.0,7039,0,0,0,9337,0,0.0,0,0,0,0,0.0,117,0,0,0,0.0,0,0.0,0,0,1982.0,0.0,0,0,0,0,0,8879,0.0,0,0,0,0.0,0.0
0.0,2730,0,0,0,9337,0,0.0,0,0,0,0,0.0,90,0,0,0,1.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,0,6721,0.0,0,0,0,0.0,0.0
1.0,5861,0,0,0,9337,0,0.0,0,0,0,0,0.0,83,0,0,0,0.0,0,0.0,0,0,2011.0,0.0,0,0,0,0,0,6285,0.0,0,0,0,0.0,0.0
0.0,7868,0,0,0,4096,0,0.0,0,0,0,0,0.0,95,0,0,0,0.0,0,0.0,0,0,2011.0,0.0,0,0,0,0,0,4721,0.0,0,0,0,0.0,0.0
